titre_publication,date_publication,lien_publication,id_organisme_publication,nom_officiel_organisme,soustitre_publication,collection_publication,id_publication
Le taux de pauvreté serait stable en 2020 : ce que dit cette première estimation et ce qu’elle ne dit pas,2021-11-03,https://blog.insee.fr/le-taux-de-pauvrete-serait-stable-en-2020-ce-que-dit-cette-premiere-estimation-et-ce-quelle-ne-dit-pas/,insee_blog,Blog de l'Insee,"L’Insee vient de faire paraître sa première estimation du taux de pauvreté pour 2020 : 14,6 % des personnes seraient en dessous du seuil de pauvreté en France. Ce taux est stable par rapport à 2019. Cette stabilité peut étonner si l’on se réfère au « million de pauvres supplémentaire » dont la presse s’est fait l’écho depuis un an.",,insee_blog_48
L’arithmétique de la crise : bien comprendre les chiffres de croissance en temps de Covid-19,2021-10-26,https://blog.insee.fr/larithmetique-de-la-crise-bien-comprendre-les-chiffres-de-croissance-en-temps-de-covid-19/,insee_blog,Blog de l'Insee,"Entre le printemps 2020 et l’été 2021, la crise du Covid-19 a entraîné de manière totalement exogène des mouvements économiques très soudains et d’une ampleur inouïe. Pour rendre compte au mieux de cette situation inédite, l’Insee a dû rapidement adapter ses méthodes de suivi conjoncturel.",,insee_blog_47
Combien de Français habitent à plus de 10 minutes en voiture d’une boulangerie ?,2021-10-06,https://blog.insee.fr/combien-de-francais-habitent-a-plus-de-10-minutes-en-voiture-dune-boulangerie-mieux-mesurer-les-temps-de-trajet-pour-mieux-comprendre-le-fonctionnement-des-territoires/,insee_blog,Blog de l'Insee,"En matière d’accès aux équipements ou à son travail, tous les habitants ne sont pas égaux. Pour comprendre ces inégalités et y apporter des réponses, il faut d’abord les mesurer, c’est-à-dire connaître la distance moyenne à parcourir et le temps nécessaire pour trouver une boulangerie, une école, une maternité, un emploi…",,insee_blog_46
50 ans d’immigration en 50 secondes chrono,2021-08-02,https://blog.insee.fr/50-ans-dimmigration-en-50-secondes-chrono/,insee_blog,Blog de l'Insee,"Depuis le 10 juin 2021, l’Insee met à la disposition de tous des séries longues et détaillées sur les populations immigrées et étrangères. Ces données, issues de plus de 50 années de recensements, sont composées des chiffres définitifs de 1968 à 2018 et des estimations pour 2019 et 2020. Cette note propose une exploration visuelle de l’histoire de l’immigration en France au cours des 50 dernières années à travers des animations de 50 secondes chrono.",,insee_blog_45
Crise sanitaire : des chocs de trésorerie (très) hétérogènes,2021-07-28,https://blog.insee.fr/crise-sanitaire-des-chocs-de-tresorerie-tres-heterogenes/,insee_blog,Blog de l'Insee,"Sans mesures de soutien, les chocs de trésorerie (à financement inchangé) subis par les entreprises françaises en 2020 auraient été plutôt négatifs mais surtout très hétérogènes, y compris au sein d’un même secteur d’activité. Les mesures de soutien ramènent la proportion des chocs négatifs (et positifs) à celle d’une année normale et en réduisent la dispersion, même si, aux deux extrémités, les chocs très importants sont moins rares qu’habituellement.",,insee_blog_44
Combien y aurait-il eu de décès en France sans l’épidémie de Covid-19 ?,2021-07-21,https://blog.insee.fr/combien-y-aurait-il-eu-de-deces-en-france-sans-lepidemie-de-covid-19/,insee_blog,Blog de l'Insee,"La population française augmente et vieillit. Mais les risques de décéder à un âge élevé reculent généralement chaque année. Le premier effet contribue à accroître le nombre de décès, le second à le faire reculer. Il faut tenir compte des deux lorsqu’on veut comparer les décès d’une année à ceux d’une période précédente, d’autant plus lorsque la comparaison porte sur des années éloignées.",,insee_blog_43
EpiCov : cinq questions sur une enquête inédite à propos de la crise sanitaire,2021-06-04,https://blog.insee.fr/epicov-cinq-questions-sur-une-enquete-inedite-a-propos-de-la-crise-sanitaire/,insee_blog,Blog de l'Insee,"Pour mesurer la dynamique de propagation de l’épidémie du Covid 19 et son impact sur les conditions de vie de la population, l’Inserm et la Drees, avec l’appui de l’Insee et de Santé publique France, ont créé de toutes pièces une enquête ad hoc intitulée EpiCov. Innovante à plusieurs titres, celle-ci a notamment combiné la réponse à un questionnaire et un auto-prélèvement sanguin en vue d’un test sérologique. Quel est l’apport de l’Insee à EpiCov ?",,insee_blog_42
Comment s’est réparti le coût macroéconomique de la crise sanitaire ?,2021-05-28,https://blog.insee.fr/comment-sest-reparti-le-cout-macroeconomique-de-la-crise-sanitaire/,insee_blog,Blog de l'Insee,La crise sanitaire semble rebattre les cartes de l’économie. La publication par l’Insee des comptes de la Nation est l’occasion de revenir sur les grandes évolutions de l’an passé et d’éclairer des questions très présentes dans la discussion publique : quelle a été la perte de revenu national entraînée par la pandémie et qui a porté celle-ci ?,,insee_blog_41
Pourquoi le chômage n’a-t-il pas augmenté avec la crise en 2020 ?,2021-05-18,https://blog.insee.fr/pourquoi-le-chomage-na-t-il-pas-augmente-avec-la-crise-en-2020/,insee_blog,Blog de l'Insee,"Fin 2020, le taux de chômage en France (hors Mayotte) s’est établi à 8,0 %. Soit quasiment son niveau d’avant-crise un an auparavant, lequel était le plus bas depuis fin 2008. En pleine crise sanitaire et économique, comment expliquer que le chômage n’ait pas augmenté  ? Comment l’Insee mesure-t-il concrètement le nombre de chômeurs ?",,insee_blog_40
Crise sanitaire : une approche complémentaire sur l’activité des entreprises,2021-04-20,https://blog.insee.fr/crise-sanitaire-une-approche-complementaire-sur-lactivite-des-entreprises/,insee_blog,Blog de l'Insee,"De mars à décembre 2020, la crise sanitaire a fortement affecté l’activité des entreprises : leur chiffre d’affaires a subi un choc estimé à plus de 15 % en moyenne sur cette période, par rapport à la situation simulée qui aurait prévalu en l’absence de crise. Analyser les données individuelles d’entreprises fait ressortir à la fois la disparité du choc selon les secteurs, certains ayant été très affectés, mais aussi la variété des trajectoires/situations d’entreprises, certaines étant parvenues à limiter la baisse de leur activité.",,insee_blog_39
Connaître les personnes sans domicile est encore plus important que les dénombrer,2021-04-13,https://blog.insee.fr/connaitre-les-personnes-sans-domicile-est-encore-plus-important-que-les-denombrer/,insee_blog,Blog de l'Insee,"Dénombrer les personnes sans domicile suppose de traiter de nombreux problèmes méthodologiques : définir ceux qui relèvent de cette condition, identifier les lieux à enquêter pour éviter des oublis, agir vite pour limiter les doubles-comptes, mobiliser beaucoup d’acteurs, quadriller méthodiquement le territoire, etc.",,insee_blog_38
"Impôts, prestations sociales, services publics : qui paie quoi et qui bénéficie de combien ?",2021-04-02,https://blog.insee.fr/impots-prestations-sociales-services-publics-qui-paie-quoi-et-qui-beneficie-de-combien/,insee_blog,Blog de l'Insee,Bien mesurer l’impact de la redistribution des revenus est essentiel pour porter un diagnostic pertinent sur les inégalités. L’Insee vient de publier un rapport collectif d’experts à ce sujet. Les transferts publics en jeu dans la redistribution prennent la forme…,,insee_blog_37
Impact de la crise sanitaire sur les entreprises : une enquête en un temps record,2021-03-08,https://blog.insee.fr/impact-de-la-crise-sanitaire-sur-les-entreprises-une-enquete-en-un-temps-record/,insee_blog,Blog de l'Insee,"Le premier confinement aura coûté aux entreprises françaises 3 % de leur chiffre d’affaires pour acheter des masques, du gel hydroalcoolique et d’autres fournitures. Pour obtenir ce résultat et mesurer les autres impacts de la crise sanitaire sur l’activité et…",,insee_blog_36
Covid et mortalité en Europe en 2020 : des statistiques à regarder de près,2021-02-15,https://blog.insee.fr/covid-et-mortalite-en-europe-en-2020-des-statistiques-a-regarder-de-pres/,insee_blog,Blog de l'Insee,"En France, le nombre de décès en 2020 s’est accru de 9 % par rapport à l’année précédente, selon les statistiques publiées par l’Insee mi-janvier. Et en Europe ? La situation est très contrastée, tant sur la hausse de la mortalité que…",,insee_blog_35
Handicap et autonomie : des enjeux d’inclusion… y compris dans les statistiques,2021-02-11,https://blog.insee.fr/handicap-et-autonomie-des-enjeux-dinclusion-y-compris-dans-les-statistiques/,insee_blog,Blog de l'Insee,"L’observation statistique du handicap et de l’autonomie repose en premier lieu sur les enquêtes spécifiquement dédiées, complètes mais menées tous les 10 ans environ. Les nouvelles enquêtes de cette série, constituant le dispositif « Autonomie », ont débuté fin janvier 2021. L’observation…",,insee_blog_34
Hausses et baisses de la TVA : quels effets sur la redistribution et les inégalités de niveau de vie ?,2021-01-27,https://blog.insee.fr/hausses-et-baisses-de-la-tva-quels-effets-sur-la-redistribution-et-les-inegalites-de-niveau-de-vie/,insee_blog,Blog de l'Insee,"À court et moyen terme, une hausse de la TVA est supportée par les ménages modestes et augmente les inégalités. Pour autant, baisser la TVA resterait peu efficace pour réduire les inégalités, car il n’est pas certain que cette baisse…",,insee_blog_33
Ma région ? C’est l’Essentiel !,2021-01-12,https://blog.insee.fr/ma-region-cest-lessentiel/,insee_blog,Blog de l'Insee,"La nouvelle carte régionale de la France fête son cinquième anniversaire. Pour rendre compte au mieux de la spécificité de chacune des 18 régions qui la composent, l’Insee en a réalisé une présentation simple mais néanmoins détaillée. Suivez le guide…",,insee_blog_32
Évaluer l’impact de l’immobilier sur les niveaux de vie : les principaux éléments du débat,2021-01-07,https://blog.insee.fr/evaluer-limpact-de-limmobilier-sur-les-niveaux-de-vie-les-principaux-elements-du-debat/,insee_blog,Blog de l'Insee,La prise en compte du prix du logement dans la mesure du niveau de vie est un sujet de polémiques et d’incompréhensions récurrentes. La mesure usuelle des prix et des niveaux de vie intègre beaucoup d’aspects de la dépense de…,,insee_blog_31
Google en sait-il plus que l’Insee sur les Français ?,2020-12-18,https://blog.insee.fr/google-en-sait-il-plus-que-linsee-sur-les-francais/,insee_blog,Blog de l'Insee,"Les grandes entreprises numériques, dont Google, recueillent des volumes considérables de données sur leurs clients. Ces nouvelles sources de données présentent des attraits indéniables, et viennent défier la statistique publique. L’Insee peut et doit naturellement tirer avantage des possibilités qu’elles…",,insee_blog_30
Délinquance enregistrée par la police et la gendarmerie et enquête statistique de victimation : deux outils indissociables pour mesurer une même réalité,2020-12-09,https://blog.insee.fr/delinquance-enregistree-par-la-police-et-la-gendarmerie-et-enquete-statistique-de-victimation-deux-outils-indissociables-pour-mesurer-une-meme-realite/,insee_blog,Blog de l'Insee,"Mesurer la délinquance et les phénomènes criminels affectant des victimes, c’est-à-dire la victimation, est une entreprise délicate, sujette à de nombreux débats. Préciser les périmètres et les concepts, définir les indicateurs pertinents est d’autant plus indispensable que les enjeux politiques…",,insee_blog_29
Évaluation des effets redistributifs des réformes socio-fiscales : comment s’y retrouver ?,2020-12-03,https://blog.insee.fr/evaluation-des-effets-redistributifs-des-reformes-socio-fiscales-comment-sy-retrouver/,insee_blog,Blog de l'Insee,"L’évaluation de l’effet des réformes fiscales et sociales suscite l’attention médiatique, que les publications proviennent de l’Insee ou d’organismes tels que l’Institut des politiques publiques (IPP) ou l’Observatoire français des conjonctures économiques (OFCE). Mais ces travaux présentent parfois des résultats…",,insee_blog_28
Suivre la conjoncture lorsque les entreprises répondent moins aux enquêtes,2020-11-27,https://blog.insee.fr/suivre-la-conjoncture-lorsque-les-entreprises-repondent-moins-aux-enquetes/,insee_blog,Blog de l'Insee,"Pendant le premier confinement, un nombre inhabituellement élevé d’entreprises a cessé de répondre aux enquêtes. En temps « normal », le statisticien sait faire face aux non-réponses. Il impute à l’entreprise qui n’a pas répondu les résultats d’une entreprise comparable (taille, activité)…",,insee_blog_27
"Santé, éducation, services administratifs :la difficile mesure des activités non marchandes en temps de crise sanitaire",2020-11-27,https://blog.insee.fr/sante-education-services-administratifs-la-difficile-mesure-des-activites-non-marchandes-en-temps-de-crise-sanitaire/,insee_blog,Blog de l'Insee,"Pour mesurer la baisse d’activité liée à la crise sanitaire, les comptables trimestriels et plus largement l’ensemble des statisticiens produisant des indicateurs conjoncturels ont dû rapidement adapter leurs méthodes et recourir à des données nouvelles lorsque la collecte des données…",,insee_blog_26
Comment mesurer les inégalités de revenus ?,2020-11-23,https://blog.insee.fr/comment-mesurer-les-inegalites-de-revenus/,insee_blog,Blog de l'Insee,"Programmé cet automne, le Printemps de l’économie avait pour sous-titre : « Quels combats pour un monde plus solidaire ? » Une interrogation mêlant tout à la fois optimisme, dans la volonté de renforcer les solidarités, et réalisme, sur l’état de nos sociétés. Un…",,insee_blog_25
Comment le télétravail affecte-t-il  la productivité des entreprises ?Les enseignements très partiels de la littérature,2020-10-23,https://blog.insee.fr/comment-le-teletravail-affecte-t-il-la-productivite-des-entreprises-les-enseignements-tres-partiels-de-la-litterature/,insee_blog,Blog de l'Insee,L’une des questions que pose le chiffrement de l’activité en cette année de crise est celle des effets du télétravail. Peut-on considérer que les heures télétravaillées du fait de l’épidémie ont généré un même montant de production que les heures…,,insee_blog_24
"Autour et au-delà du PIB : nouvelles questions pour la comptabilité nationale, nouvelles pistes de réponse",2020-10-08,https://blog.insee.fr/autour-et-au-dela-du-pib-nouvelles-questions-pour-la-comptabilite-nationale-nouvelles-pistes-de-reponse-2/,insee_blog,Blog de l'Insee,"Deux articles de ce blog ont déjà abordé la question de savoir comment lire et faire parler le PIB, en période de croissance « normale » comme dans le contexte totalement inédit de la crise en cours. Trois nouvelles publications de l’Insee…",,insee_blog_23
"Coiffeurs, avocats, chauffeurs VTC, exploitants agricoles…Un même statut d’indépendant, des réalités économiques et sociales disparates",2020-09-25,https://blog.insee.fr/coiffeurs-avocats-chauffeurs-vtc-exploitants-agricoles-un-meme-statut-dindependant-des-realites-economiques-et-sociales-disparates/,insee_blog,Blog de l'Insee,"Ils sont avocats, chauffeurs VTC, coiffeurs, exploitants agricoles, médecins, restaurateurs… Ils ont en commun d’exercer une activité non salariée, parfois en complément d’une activité salariée, d’être en moyenne plus âgés que les salariés et d’être plus souvent des hommes. Leur…",,insee_blog_22
La diffusion en accès libre et gratuit des données : l’exemple du répertoire Sirene,2020-09-16,https://blog.insee.fr/la-diffusion-en-acces-libre-et-gratuit-des-donnees-lexemple-des-donnees-dentreprise-du-repertoire-sirene/,insee_blog,Blog de l'Insee,"Dès 2003, l’Insee a fait le choix de l’open data en prenant la décision d’ouvrir l’accès sur son site internet à toutes les données qu’il produit, ainsi que ses publications. La mise à disposition de l’interface de programmation ou API…",,insee_blog_21
Quitter Paris pour la campagne…Un rêve de citadin mais pas (encore ?) une réalité statistique,2020-08-31,https://blog.insee.fr/quitter-paris-pour-la-campagne-un-reve-de-citadin-mais-pas-encore-une-realite-statistique/,insee_blog,Blog de l'Insee,"Au cours de l’année 2017, 128 000 personnes ont déménagé de la capitale (pendant que 95 000 s’y installaient). Tout récemment, 200 000 Parisiens sont partis de leur ville à l’occasion du confinement. Quitter Paris pour la campagne, rêve de citadin, n’est pourtant…",,insee_blog_20
"Oui, la statistique publique produit des statistiques éthniques ! Panorama d’une pratique ancienne, encadrée et évolutive",2020-07-31,https://blog.insee.fr/statistique-publique-produit-des-statistiques-ethniques/,insee_blog,Blog de l'Insee,"Les statistiques ethniques font débat en France. Certains pensent qu’on n’en fait pas, d’autres pas assez, d’autres encore pas les bonnes. Les premiers se trompent : la statistique publique produit, depuis déjà longtemps, un large spectre de données qui servent…",,insee_blog_19
Nouvelles données pour suivre la conjoncture économique pendant la crise sanitaire : quelles avancées ? Quelles suites ?,2020-07-28,https://blog.insee.fr/nouvelles-donnees-pour-suivre-la-conjoncture-economique-pendant-la-crise-sanitaire-quelles-avancees-quelles-suites/,insee_blog,Blog de l'Insee,"Transactions par carte bancaire, données de caisse, activations des réseaux de téléphonie mobile, consommation d’électricité, requêtes sur les moteurs de recherche… : les nouvelles sources de données massives et à haute fréquence issues de l’économie numérique ont-elles vocation à supplanter les…",,insee_blog_18
Les interactions au sein de l’économie  à la loupe : le modèle Avionic,2020-07-23,https://blog.insee.fr/les-interactions-au-sein-de-leconomie-a-la-loupe-le-modele-avionic/,insee_blog,Blog de l'Insee,"L’Insee vient de mettre en ligne le code de son modèle Avionic. Outil d’analyse des interdépendances sectorielles nationales et internationales, il est fondé sur le tableau entrées-sorties des comptes nationaux. Ces interdépendances vont jouer un grand rôle dans la dynamique…",,insee_blog_17
"– X % de quoi ? Quelle mesure de l’activité pendant la crise, quelle(s) mesure(s) pour l’après-crise",2020-07-17,https://blog.insee.fr/x-de-quoi-quelle-mesure-de-lactivite-pendant-la-crise-quelles-mesures-pour-lapres-crise/,insee_blog,Blog de l'Insee,"La crise sanitaire a constitué un choc sans précédent pour l’activité économique, qu’on peut voir sous deux angles : des pertes de revenu et la crainte de destructions d’emplois pour le court et le moyen terme ; mais aussi la…",,insee_blog_16
Statistiques sur les décès : le mode d’emploi des données de l’Insee en 7 questions/réponses,2020-05-14,https://blog.insee.fr/statistiques-sur-les-deces-le-mode-demploi-des-donnees-de-linsee-en-7-questions-reponses/,insee_blog,Blog de l'Insee,"À l’heure des premiers bilans statistiques sur l’impact du Covid, les données de l’Insee sur la mortalité sont très largement utilisées. Les observateurs se posent parfois des questions sur leur fiabilité, leur bon usage et leurs limites, leur cohérence avec…",,insee_blog_15
Official Statistics and the Challengeof the Current Health Crisis,2020-05-14,https://blog.insee.fr/official-statistics-and-the-challenge-of-the-current-health-crisis/,insee_blog,Blog de l'Insee,"The last few weeks have shown that the need for statistics has not disappeared with the current health crisis – quite the contrary, in fact. They have also shown that the official statistical system needed to be able to respond…",,insee_blog_14
La statistique publique à l’épreuve de la crise sanitaire,2020-05-06,https://blog.insee.fr/la-statistique-publique-a-lepreuve-de-la-crise-sanitaire/,insee_blog,Blog de l'Insee,"Les dernières semaines ont montré que le besoin de statistiques ne s’effaçait pas avec la crise sanitaire, bien au contraire ; elles ont aussi montré que le système statistique public devait et pouvait réagir rapidement et faire face à de nouveaux…",,insee_blog_13
Que peut faire l’Insee à partir des données de téléphonie mobile ?Mesure de population présente en temps de confinement et statistiques expérimentales,2020-04-15,https://blog.insee.fr/que-peut-faire-linsee-a-partir-des-donnees-de-telephonie-mobile-mesure-de-population-presente-en-temps-de-confinement-et-statistiques-experimentales/,insee_blog,Blog de l'Insee,Savoir comment se répartit effectivement la population sur le territoire est essentiel pour organiser la réponse sanitaire et sociale face à l’épidémie de coronavirus. L’Insee a diffusé le 8 avril de premiers résultats de population présente en métropole. Il a…,,insee_blog_12
Mourir de la grippe ou du coronavirus : faire parler les chiffres de décès publiés par l’Insee… avec discernement,2020-04-07,https://blog.insee.fr/mourir-de-la-grippe-ou-du-coronavirus-faire-parler-les-chiffres-de-deces-publies-par-linsee-avec-discernement/,insee_blog,Blog de l'Insee,Les données sur les décès par département que l’Insee diffuse exceptionnellement depuis le vendredi 27 mars concourent à estimer la surmortalité dans notre pays. C’est à partir de cette surmortalité que les experts évaluent l’impact des épidémies de grippe. Pour…,,insee_blog_11
Pouvoir d’achat et inégalités : les chiffres et le ressenti sont-ils aussi divergents qu’on le dit ?,2020-03-30,https://blog.insee.fr/pouvoir-dachat-et-inegalites-les-chiffres-et-le-ressenti-sont-ils-aussi-divergents-quon-le-dit/,insee_blog,Blog de l'Insee,"La mesure et le ressenti du niveau de vie et des inégalités sont-ils aussi différents et irréconciliables qu’on l’entend souvent dire ? Inégalités contenues dans un contexte de croissance certes faible mais toujours positive vu du côté des chiffres, recul du…",,insee_blog_10
"L’égalité professionnelle entre les femmes et les hommes ne se résume pas à la formule : « à travail égal, salaire égal »",2020-03-09,https://blog.insee.fr/egalite-pro-f-h-pas-a-travail-egal-salaire-egal/,insee_blog,Blog de l'Insee,"Depuis le 1er mars, toutes les entreprises de plus de 50 salariés doivent publier leur Index de l’égalité professionnelle entre les femmes et les hommes. En cette journée internationale des droits des femmes, beaucoup de chiffres sont fournis sur les…",,insee_blog_9
Le vin fait pencher la balance agricole,2020-02-28,https://blog.insee.fr/le-vin-fait-pencher-la-balance-agricole/,insee_blog,Blog de l'Insee,"À l’heure du salon international de l’agriculture, grand rendez-vous annuel du savoir-faire de nos terroirs, penchons-nous sur l’un des produits phare qui participe à l’image de notre pays : le vin ! Que pèse la production de vin dans la production agricole…",,insee_blog_8
« Le recensement… et moi ? »,2020-02-21,https://blog.insee.fr/le-recensement-et-moi/,insee_blog,Blog de l'Insee,"Vous vous étonnez de ne pas avoir été recensé ces dernières années ? C’est possible, car l’enquête de recensement est réalisée de manière « tournante » dans les différentes communes. Lorsque vous serez concerné, vous verrez alors que le recensement de la population,…",,insee_blog_7
Recul inattendu du PIB français au dernier trimestre 2019 : les grèves n’expliquent sans doute pas tout,2020-02-19,https://blog.insee.fr/recul-inattendu-du-pib-francais-4eme-trimestre-2019/,insee_blog,Blog de l'Insee,"Au quatrième trimestre 2019, le produit intérieur brut (PIB) français a marqué le pas de façon inattendue (– 0,1 % en première estimation). En particulier, la production manufacturière a chuté en décembre. Mais cette chute n’est pas propre à la…",,insee_blog_6
Chômage : les Français mentent-ils aux Français?,2020-02-13,https://blog.insee.fr/chomage-les-francais-mentent-ils-aux-francais/,insee_blog,Blog de l'Insee,"La parution des résultats de l’enquête Emploi aujourd’hui, qui donnent une estimation du chômage au sens du BIT au 4e trimestre 2019, a suscité de nombreuses réactions. Certaines d’entre elles, en mettant ces résultats en regard avec le nombre de…",,insee_blog_5
La comptabilité nationale face aux défis du numérique et de la mondialisation : comment continuer à bien faire parler le PIB ?,2020-02-12,https://blog.insee.fr/comptabilite-nationale-numerique-mondialisation-pib/,insee_blog,Blog de l'Insee,"Il y a un peu plus de dix ans qu’a été rendu le rapport de la commission sur la mesure de la performance économique et du progrès social, plus connue du nom de ses trois co-présidents : Joseph Stiglitz, Amartya Sen…",,insee_blog_4
La productivité des entreprises ralentit : essoufflement des leaders ou décrochage du peloton ?,2020-02-06,https://blog.insee.fr/la-productivite-des-entreprises-ralentit-essoufflement-des-leaders-ou-decrochage-du-peloton/,insee_blog,Blog de l'Insee,"À l’heure du salon des entrepreneurs qui se tient à Paris les 5 et 6 février, quel diagnostic formuler sur le ralentissement global de la productivité des entreprises ? La course ralentit-elle parce que les coureurs de tête vont moins…",,insee_blog_3
"Mais si, l’Insee prend bien en compte le logement dans l’inflation !",2020-02-04,https://blog.insee.fr/mais-si-linsee-prend-bien-en-compte-le-logement-dans-linflation-et-au-bon-niveau/,insee_blog,Blog de l'Insee,"La mesure de l’inflation par l’Insee vient à nouveau d’être remise en cause dans l’espace médiatique à l’occasion de la publication d’un livre d’Emmanuel Todd, La lutte des classes en France au XXIe siècle. La critique porte notamment sur la…",,insee_blog_2
Les soldes : toujours un accélérateur des ventes ?,2020-01-20,https://blog.insee.fr/les-soldes-toujours-un-accelerateur-des-ventes/,insee_blog,Blog de l'Insee,Les périodes de promotion se suivent mais se ressemblent-elles ? Quel est leur poids dans la consommation totale de l’année ? On peut se poser la question quand les ventes privées précèdent les soldes qui s’inscrivent parmi d’autres jours exceptionnels tel…,,insee_blog_1
